Country,Region,Year,Disaster Type,Population,Impact Score
Mexico,NAMER,2013,Storm,127500000,1.6
United States,NAMER,2013,Wildfire,325000000,0.37
Mexico,NAMER,2006,Storm,127500000,1.7
United States,NAMER,2006,Storm,325000000,1.7
Mexico,NAMER,2013,Storm,127500000,1.45
United States,NAMER,2004,Storm,325000000,1.6
United States,NAMER,2006,Flood,325000000,4.5
United States,NAMER,2013,Earthquake,325000000,0.7
United States,NAMER,2000,Storm,325000000,1.35
Canada,NAMER,2013,Storm,36290000,1.5
United States,NAMER,2012,Storm,325000000,1.95
Mexico,NAMER,2018,Storm,127500000,1.95
United States,NAMER,2015,Flood,325000000,4.5
United States,NAMER,2015,Storm,325000000,1.95
United States,NAMER,2017,Flood,325000000,4.75
United States,NAMER,2008,Storm,325000000,1.6
United States,NAMER,2014,Wildfire,325000000,0.77
United States,NAMER,2004,Flood,325000000,3.35
Mexico,NAMER,2013,Flood,127500000,4.5
Mexico,NAMER,2008,Landslide,127500000,0.53
United States,NAMER,2017,Flood,325000000,3.75
United States,NAMER,2011,Flood,325000000,4.75
United States,NAMER,2015,Storm,325000000,1.45
Canada,NAMER,2018,Extreme Temperature,36290000,0.91
United States,NAMER,2014,Storm,325000000,1.95
United States,NAMER,2014,Storm,325000000,1.5
United States,NAMER,2007,Storm,325000000,1.5
Canada,NAMER,2011,Flood,36290000,4.75
Canada,NAMER,2017,Storm,36290000,1.6
United States,NAMER,2006,Wildfire,325000000,0.53
United States,NAMER,2006,Flood,325000000,5.35
Mexico,NAMER,2008,Flood,127500000,4.75
Mexico,NAMER,2006,Earthquake,127500000,0.73
Mexico,NAMER,2016,Storm,127500000,1.55
United States,NAMER,2007,Storm,325000000,1.45
United States,NAMER,2016,Flood,325000000,5.35
Mexico,NAMER,2006,Storm,127500000,1.85
United States,NAMER,2001,Storm,325000000,1.7
United States,NAMER,2017,Flood,325000000,5.5
United States,NAMER,2017,Flood,325000000,4.5
United States,NAMER,2000,Storm,325000000,1.35
United States,NAMER,2002,Flood,325000000,4.5
United States,NAMER,2006,Storm,325000000,1.6
Mexico,NAMER,2006,Storm,127500000,1.6
United States,NAMER,2003,Storm,325000000,1.55
United States,NAMER,2013,Flood,325000000,5.5
Canada,NAMER,2007,Flood,36290000,4.75
United States,NAMER,2018,Storm,325000000,1.95
United States,NAMER,2017,Flood,325000000,4.35
Mexico,NAMER,2003,Storm,127500000,1.5
United States,NAMER,2000,Storm,325000000,1.6
United States,NAMER,2016,Storm,325000000,1.55
United States,NAMER,2012,Storm,325000000,1.6
United States,NAMER,2010,Storm,325000000,1.55
Mexico,NAMER,2018,Storm,127500000,1.5
Canada,NAMER,2001,Flood,36290000,3.75
United States,NAMER,2007,Storm,325000000,1.95
United States,NAMER,2009,Storm,325000000,1.95
United States,NAMER,2000,Storm,325000000,1.7
Mexico,NAMER,2006,Storm,127500000,1.5
United States,NAMER,2013,Wildfire,325000000,0.77
United States,NAMER,2010,Flood,325000000,4.75
Canada,NAMER,2008,Storm,36290000,1.55
Mexico,NAMER,2001,Earthquake,127500000,0.92
United States,NAMER,2003,Storm,325000000,1.7
United States,NAMER,2010,Flood,325000000,3.35
Canada,NAMER,2017,Flood,36290000,4.5
United States,NAMER,2003,Wildfire,325000000,0.52
United States,NAMER,2004,Storm,325000000,1.6
United States,NAMER,2017,Storm,325000000,1.45
United States,NAMER,2014,Storm,325000000,1.85
Canada,NAMER,2009,Storm,36290000,1.7
United States,NAMER,2008,Storm,325000000,1.7
United States,NAMER,2003,Flood,325000000,3.5
United States,NAMER,2009,Storm,325000000,1.75
United States,NAMER,2006,Storm,325000000,1.6
United States,NAMER,2014,Storm,325000000,1.7
United States,NAMER,2000,Storm,325000000,1.85
Mexico,NAMER,2006,Volcano,127500000,#N/A
United States,NAMER,2006,Storm,325000000,1.6
United States,NAMER,2008,Flood,325000000,3.5
United States,NAMER,2014,Storm,325000000,1.75
Mexico,NAMER,2003,Volcano,127500000,#N/A
United States,NAMER,2017,Wildfire,325000000,0.52
United States,NAMER,2005,Wildfire,325000000,0.37
United States,NAMER,2014,Flood,325000000,4.5
United States,NAMER,2001,Storm,325000000,1.55
United States,NAMER,2009,Storm,325000000,1.6
United States,NAMER,2013,Flood,325000000,4.75
Mexico,NAMER,2001,Storm,127500000,1.5
Canada,NAMER,2010,Flood,36290000,5.75
United States,NAMER,2017,Storm,325000000,1.55
Canada,NAMER,2009,Flood,36290000,4.5
United States,NAMER,2010,Flood,325000000,4.35
United States,NAMER,2015,Storm,325000000,1.85
Mexico,NAMER,2017,Storm,127500000,1.75
United States,NAMER,2006,Storm,325000000,1.5
Mexico,NAMER,2008,Volcano,127500000,#N/A
United States,NAMER,2001,Storm,325000000,1.6
United States,NAMER,2006,Flood,325000000,3.5
Mexico,NAMER,2004,Storm,127500000,1.85
United States,NAMER,2017,Flood,325000000,5.75
United States,NAMER,2009,Wildfire,325000000,0.78
Mexico,NAMER,2008,Earthquake,127500000,0.67
Mexico,NAMER,2009,Earthquake,127500000,0.73
United States,NAMER,2008,Storm,325000000,1.6
Canada,NAMER,2008,Storm,36290000,1.75
United States,NAMER,2012,Storm,325000000,1.85
Mexico,NAMER,2008,Storm,127500000,1.45
Canada,NAMER,2011,Storm,36290000,1.75
Canada,NAMER,2015,Storm,36290000,1.6
United States,NAMER,2006,Flood,325000000,4.35
United States,NAMER,2017,Storm,325000000,1.85
Canada,NAMER,2003,Flood,36290000,4.35
United States,NAMER,2006,Storm,325000000,1.35
United States,NAMER,2017,Flood,325000000,4.35
United States,NAMER,2017,Storm,325000000,1.7
United States,NAMER,2017,Storm,325000000,1.6
Canada,NAMER,2017,Storm,36290000,1.85
Mexico,NAMER,2007,Storm,127500000,1.7
United States,NAMER,2018,Storm,325000000,1.7
United States,NAMER,2013,Storm,325000000,1.85
Mexico,NAMER,2014,Storm,127500000,1.85
United States,NAMER,2010,Storm,325000000,1.5
United States,NAMER,2013,Storm,325000000,1.95
United States,NAMER,2011,Flood,325000000,4.35
Canada,NAMER,2015,Flood,36290000,5.5
United States,NAMER,2018,Storm,325000000,1.6
United States,NAMER,2009,Storm,325000000,1.85
United States,NAMER,2008,Storm,325000000,1.85
United States,NAMER,2008,Flood,325000000,5.75
United States,NAMER,2006,Storm,325000000,1.6
Mexico,NAMER,2001,Storm,127500000,1.45
United States,NAMER,2004,Storm,325000000,1.7
United States,NAMER,2014,Extreme Temperature,325000000,0.7
Mexico,NAMER,2003,Flood,127500000,4.5
United States,NAMER,2001,Storm,325000000,1.6
Mexico,NAMER,2007,Storm,127500000,1.6
United States,NAMER,2009,Wildfire,325000000,0.52
Mexico,NAMER,2004,Storm,127500000,1.6
United States,NAMER,2013,Storm,325000000,1.45
United States,NAMER,2009,Flood,325000000,4.35
United States,NAMER,2009,Earthquake,325000000,0.98
United States,NAMER,2013,Storm,325000000,1.45
United States,NAMER,2015,Flood,325000000,5.75
United States,NAMER,2009,Earthquake,325000000,0.92
United States,NAMER,2003,Storm,325000000,1.5
United States,NAMER,2007,Flood,325000000,3.5
Mexico,NAMER,2015,Drought,127500000,2.67
United States,NAMER,2009,Storm,325000000,1.95
Mexico,NAMER,2017,Flood,127500000,3.5
Mexico,NAMER,2007,Storm,127500000,1.35
Mexico,NAMER,2006,Storm,127500000,1.7
United States,NAMER,2004,Storm,325000000,1.7
United States,NAMER,2015,Flood,325000000,4.35
United States,NAMER,2014,Storm,325000000,1.6
Mexico,NAMER,2009,Volcano,127500000,#N/A
Mexico,NAMER,2016,Drought,127500000,2
United States,NAMER,2001,Storm,325000000,1.7
United States,NAMER,2012,Flood,325000000,5.5
United States,NAMER,2017,Storm,325000000,1.6
United States,NAMER,2001,Storm,325000000,1.35
Mexico,NAMER,2017,Storm,127500000,1.5
United States,NAMER,2013,Storm,325000000,1.6
United States,NAMER,2017,Flood,325000000,5.5
Mexico,NAMER,2007,Storm,127500000,1.7
United States,NAMER,2008,Storm,325000000,1.7
United States,NAMER,2003,Storm,325000000,1.55
United States,NAMER,2017,Flood,325000000,3.75
Mexico,NAMER,2013,Storm,127500000,1.45
United States,NAMER,2005,Extreme Temperature,325000000,0.45
Canada,NAMER,2013,Flood,36290000,3.5
Mexico,NAMER,2015,Storm,127500000,1.7
United States,NAMER,2007,Storm,325000000,1.45
United States,NAMER,2008,Earthquake,325000000,0.95
United States,NAMER,2006,Earthquake,325000000,0.58
United States,NAMER,2010,Flood,325000000,3.75
United States,NAMER,2013,Wildfire,325000000,0.53
Mexico,NAMER,2015,Landslide,127500000,0.77
United States,NAMER,2008,Storm,325000000,1.95
United States,NAMER,2009,Earthquake,325000000,0.58
United States,NAMER,2007,Storm,325000000,1.85
United States,NAMER,2009,Other,325000000,0.52
United States,NAMER,2002,Storm,325000000,1.6
United States,NAMER,2012,Storm,325000000,1.95
Canada,NAMER,2007,Flood,36290000,4.5
United States,NAMER,2009,Storm,325000000,1.75
Mexico,NAMER,2000,Storm,127500000,1.6
United States,NAMER,2008,Storm,325000000,1.55
United States,NAMER,2018,Storm,325000000,1.6
Mexico,NAMER,2003,Storm,127500000,1.5
United States,NAMER,2007,Storm,325000000,1.7
Mexico,NAMER,2013,Storm,127500000,1.95
United States,NAMER,2006,Storm,325000000,1.45
Mexico,NAMER,2016,Storm,127500000,1.45
United States,NAMER,2017,Storm,325000000,1.6
United States,NAMER,2013,Storm,325000000,1.7
Mexico,NAMER,2009,Flood,127500000,4.75
United States,NAMER,2018,Storm,325000000,1.45
Mexico,NAMER,2009,Storm,127500000,1.95
United States,NAMER,2014,Storm,325000000,1.55
United States,NAMER,2012,Storm,325000000,1.6
United States,NAMER,2013,Wildfire,325000000,0.77
United States,NAMER,2012,Storm,325000000,1.45
United States,NAMER,2015,Storm,325000000,1.55
United States,NAMER,2006,Storm,325000000,1.7
United States,NAMER,2014,Storm,325000000,1.6
United States,NAMER,2017,Wildfire,325000000,0.53
United States,NAMER,2001,Storm,325000000,1.35
United States,NAMER,2017,Wildfire,325000000,0.52
United States,NAMER,2015,Storm,325000000,1.5
United States,NAMER,2017,Storm,325000000,1.6
Canada,NAMER,2018,Storm,36290000,1.7
United States,NAMER,2009,Wildfire,325000000,0.52
United States,NAMER,2013,Flood,325000000,5.75
United States,NAMER,2010,Storm,325000000,1.95
United States,NAMER,2003,Flood,325000000,5.5
United States,NAMER,2013,Wildfire,325000000,0.37
United States,NAMER,2006,Storm,325000000,1.7
United States,NAMER,2006,Storm,325000000,1.7
Mexico,NAMER,2008,Extreme Temperature,127500000,0.95
Mexico,NAMER,2009,Storm,127500000,1.5
United States,NAMER,2015,Flood,325000000,4.35
United States,NAMER,2008,Storm,325000000,1.6
United States,NAMER,2012,Storm,325000000,1.75
Mexico,NAMER,2000,Storm,127500000,1.7
United States,NAMER,2018,Storm,325000000,1.6
United States,NAMER,2007,Wildfire,325000000,0.37
Mexico,NAMER,2009,Storm,127500000,1.5
United States,NAMER,2008,Wildfire,325000000,0.52
United States,NAMER,2006,Other,325000000,0.77
United States,NAMER,2007,Flood,325000000,5.75
United States,NAMER,2017,Storm,325000000,1.45
United States,NAMER,2010,Storm,325000000,1.75
United States,NAMER,2014,Storm,325000000,1.75
United States,NAMER,2017,Storm,325000000,1.95
Canada,NAMER,2014,Flood,36290000,4.5
United States,NAMER,2013,Storm,325000000,1.35
Mexico,NAMER,2008,Storm,127500000,1.45
United States,NAMER,2013,Storm,325000000,1.55
Mexico,NAMER,2018,Storm,127500000,1.55
United States,NAMER,2015,Storm,325000000,1.35
United States,NAMER,2002,Storm,325000000,1.75
Philippines,APAC,2007,Storm,103300000,3.1
Bangladesh,APAC,2017,Other,163000000,3.52
Philippines,APAC,2006,Other,103300000,1.27
China,APAC,2012,Earthquake,1379000000,0.73
Indonesia,APAC,2008,Earthquake,261100000,0.95
Philippines,APAC,2017,Storm,103300000,2.35
Indonesia,APAC,2016,Storm,261100000,1.35
China,APAC,2018,Flood,1379000000,4.75
Nepal,APAC,2017,Storm,28980000,3.1
India,APAC,2007,Flood,1324000000,5.5
Viet Nam,APAC,2009,Flood,92700000,7
China,APAC,2013,Flood,1379000000,4.35
China,APAC,2003,Earthquake,1379000000,0.52
Indonesia,APAC,2005,Flood,261100000,4.35
Indonesia,APAC,2016,Flood,261100000,3.35
China,APAC,2016,Flood,1379000000,4.5
India,APAC,2016,Earthquake,1324000000,0.95
Philippines,APAC,2009,Flood,103300000,7
Philippines,APAC,2009,Flood,103300000,6
Bangladesh,APAC,2018,Landslide,163000000,4.02
Philippines,APAC,2001,Storm,103300000,3.2
Japan,APAC,2006,Storm,127000000,3.25
Indonesia,APAC,2013,Earthquake,261100000,0.7
China,APAC,2008,Flood,1379000000,5.75
Fiji,APAC,2017,Storm,898760,3.6
Bangladesh,APAC,2004,Flood,163000000,9
Philippines,APAC,2018,Landslide,103300000,2.02
Indonesia,APAC,2003,Other,261100000,0.53
China,APAC,2003,Earthquake,1379000000,0.67
China,APAC,2003,Flood,1379000000,4.5
Indonesia,APAC,2009,Other,261100000,0.77
Viet Nam,APAC,2009,Storm,92700000,2.35
Viet Nam,APAC,2012,Flood,92700000,5
India,APAC,2018,Landslide,1324000000,0.77
Philippines,APAC,2006,Storm,103300000,3.1
Philippines,APAC,2006,Landslide,103300000,2.27
Nepal,APAC,2004,Earthquake,28980000,2.17
Indonesia,APAC,2009,Storm,261100000,1.45
Fiji,APAC,2018,Flood,898760,6.5
Indonesia,APAC,2000,Storm,261100000,1.6
Bangladesh,APAC,2014,Storm,163000000,4
Indonesia,APAC,2012,Flood,261100000,4.35
Bangladesh,APAC,2007,Other,163000000,3.03
Fiji,APAC,2001,Flood,898760,5.5
China,APAC,2017,Storm,1379000000,1.6
China,APAC,2010,Storm,1379000000,1.45
India,APAC,2001,Flood,1324000000,4.5
Philippines,APAC,2008,Landslide,103300000,1.27
Japan,APAC,2006,Earthquake,127000000,1.48
Indonesia,APAC,2009,Storm,261100000,1.6
Indonesia,APAC,2006,Flood,261100000,3.5
Philippines,APAC,2008,Extreme Temperature,103300000,2.41
China,APAC,2018,Storm,1379000000,1.85
Viet Nam,APAC,2008,Flood,92700000,6
Viet Nam,APAC,2018,Storm,92700000,3.1
Indonesia,APAC,2009,Other,261100000,0.53
DPR Korea,APAC,2001,Earthquake,25370000,2.2
Philippines,APAC,2006,Landslide,103300000,2.02
China,APAC,2009,Other,1379000000,0.77
Thailand,APAC,2003,Extreme Temperature,68860000,2.1
China,APAC,2009,Landslide,1379000000,0.52
Viet Nam,APAC,2001,Landslide,92700000,1.27
China,APAC,2016,Flood,1379000000,4.35
China,APAC,2015,Flood,1379000000,4.5
DPR Korea,APAC,2003,Flood,25370000,4.25
India,APAC,2009,Flood,1324000000,4.35
China,APAC,2013,Other,1379000000,0.52
Philippines,APAC,2010,Flood,103300000,7.25
Philippines,APAC,2000,Flood,103300000,7.25
China,APAC,2007,Storm,1379000000,1.35
China,APAC,2006,Flood,1379000000,4.75
Philippines,APAC,2008,Flood,103300000,6
Philippines,APAC,2017,Earthquake,103300000,2.45
Indonesia,APAC,2008,Landslide,261100000,0.53
China,APAC,2014,Storm,1379000000,1.75
Philippines,APAC,2008,Landslide,103300000,1.28
China,APAC,2013,Other,1379000000,0.52
DPR Korea,APAC,2017,Flood,25370000,6.25
China,APAC,2009,Flood,1379000000,4.5
Bangladesh,APAC,2014,Flood,163000000,8
Indonesia,APAC,2009,Storm,261100000,1.6
China,APAC,2009,Storm,1379000000,1.6
Fiji,APAC,2001,Storm,898760,3.7
India,APAC,2001,Storm,1324000000,1.45
Indonesia,APAC,2006,Other,261100000,0.52
Bangladesh,APAC,2010,Storm,163000000,4.6
Indonesia,APAC,2009,Earthquake,261100000,0.95
DPR Korea,APAC,2017,Storm,25370000,3.35
Bangladesh,APAC,2012,Earthquake,163000000,3.73
Indonesia,APAC,2001,Flood,261100000,4.5
China,APAC,2009,Landslide,1379000000,0.78
Viet Nam,APAC,2014,Storm,92700000,3.1
China,APAC,2017,Storm,1379000000,1.45
Philippines,APAC,2006,Storm,103300000,3.2
Indonesia,APAC,2015,Flood,261100000,4.5
Philippines,APAC,2003,Storm,103300000,2.35
Thailand,APAC,2008,Storm,68860000,2.35
Australia,APAC,2010,Storm,24130000,1.45
Fiji,APAC,2017,Flood,898760,6.25
Japan,APAC,2013,Flood,127000000,5.25
Thailand,APAC,2006,Storm,68860000,3.1
Philippines,APAC,2001,Storm,103300000,3.1
Philippines,APAC,2008,Storm,103300000,3.25
China,APAC,2017,Other,1379000000,0.77
DPR Korea,APAC,2001,Storm,25370000,3.1
China,APAC,2017,Storm,1379000000,1.5
China,APAC,2007,Other,1379000000,0.53
China,APAC,2015,Flood,1379000000,4.75
Japan,APAC,2015,Storm,127000000,3.1
China,APAC,2008,Other,1379000000,0.38
Thailand,APAC,2006,Other,68860000,2.02
China,APAC,2013,Flood,1379000000,3.5
India,APAC,2008,Flood,1324000000,4.35
Philippines,APAC,2015,Extreme Temperature,103300000,2.2
China,APAC,2018,Flood,1379000000,4.75
Philippines,APAC,2009,Flood,103300000,5
Indonesia,APAC,2008,Extreme Temperature,261100000,0.66
China,APAC,2018,Flood,1379000000,5.75
Indonesia,APAC,2003,Flood,261100000,4.5
Indonesia,APAC,2015,Flood,261100000,5.5
India,APAC,2003,Storm,1324000000,1.95
China,APAC,2003,Landslide,1379000000,0.77
Thailand,APAC,2003,Storm,68860000,3.2
China,APAC,2003,Flood,1379000000,3.75
Nepal,APAC,2006,Flood,28980000,6.25
Philippines,APAC,2009,Earthquake,103300000,1.45
Thailand,APAC,2000,Landslide,68860000,1.27
Indonesia,APAC,2017,Storm,261100000,1.5
China,APAC,2001,Flood,1379000000,3.75
Bangladesh,APAC,2008,Flood,163000000,7.5
Indonesia,APAC,2006,Storm,261100000,1.7
Philippines,APAC,2017,Flood,103300000,6
Australia,APAC,2004,Flood,24130000,4.5
Australia,APAC,2008,Earthquake,24130000,0.92
Philippines,APAC,2013,Earthquake,103300000,1.45
Indonesia,APAC,2003,Flood,261100000,4.75
Indonesia,APAC,2013,Flood,261100000,4.75
Nepal,APAC,2003,Landslide,28980000,2.03
China,APAC,2013,Flood,1379000000,3.75
Indonesia,APAC,2014,Earthquake,261100000,0.95
Indonesia,APAC,2006,Storm,261100000,1.45
Indonesia,APAC,2001,Extreme Temperature,261100000,0.51
India,APAC,2013,Flood,1324000000,3.75
Bangladesh,APAC,2003,Flood,163000000,9
Japan,APAC,2006,Other,127000000,2.03
Australia,APAC,2018,Flood,24130000,3.75
Japan,APAC,2017,Flood,127000000,6
China,APAC,2016,Flood,1379000000,4.75
Indonesia,APAC,2010,Storm,261100000,1.55
China,APAC,2003,Flood,1379000000,4.5
China,APAC,2001,Storm,1379000000,1.5
Thailand,APAC,2017,Storm,68860000,3.1
India,APAC,2014,Flood,1324000000,4.5
Thailand,APAC,2009,Storm,68860000,3.45
Indonesia,APAC,2011,Flood,261100000,5.5
Fiji,APAC,2003,Storm,898760,3.7
Philippines,APAC,2008,Storm,103300000,3.25
Indonesia,APAC,2008,Flood,261100000,4.5
Fiji,APAC,2012,Flood,898760,6.5
Bangladesh,APAC,2000,Storm,163000000,5
Fiji,APAC,2015,Flood,898760,5.25
Indonesia,APAC,2013,Earthquake,261100000,0.58
Indonesia,APAC,2006,Earthquake,261100000,0.58
Viet Nam,APAC,2011,Storm,92700000,3.45
Bangladesh,APAC,2012,Earthquake,163000000,3.7
China,APAC,2017,Flood,1379000000,3.35
Bangladesh,APAC,2002,Other,163000000,3.52
China,APAC,2018,Storm,1379000000,1.6
Indonesia,APAC,2003,Flood,261100000,4.35
Viet Nam,APAC,2003,Flood,92700000,6
China,APAC,2017,Storm,1379000000,1.5
Philippines,APAC,2003,Storm,103300000,3.35
China,APAC,2009,Landslide,1379000000,0.37
Philippines,APAC,2017,Landslide,103300000,1.27
Philippines,APAC,2010,Flood,103300000,4.25
DPR Korea,APAC,2001,Flood,25370000,5.25
China,APAC,2017,Flood,1379000000,4.75
Philippines,APAC,2016,Flood,103300000,6.25
Australia,APAC,2004,Other,24130000,0.38
Indonesia,APAC,2008,Flood,261100000,4.5
Indonesia,APAC,2006,Storm,261100000,1.75
Japan,APAC,2017,Storm,127000000,3.1
Philippines,APAC,2018,Landslide,103300000,2.03
India,APAC,2009,Flood,1324000000,4.5
Philippines,APAC,2009,Landslide,103300000,2.02
China,APAC,2004,Flood,1379000000,4.75
Nepal,APAC,2013,Flood,28980000,5
Indonesia,APAC,2017,Landslide,261100000,0.77
China,APAC,2006,Flood,1379000000,4.75
DPR Korea,APAC,2012,Earthquake,25370000,2.42
Indonesia,APAC,2014,Flood,261100000,5.75
Philippines,APAC,2009,Flood,103300000,4.25
Indonesia,APAC,2017,Flood,261100000,4.35
Australia,APAC,2006,Storm,24130000,1.6
Philippines,APAC,2000,Storm,103300000,3.45
Philippines,APAC,2004,Landslide,103300000,2.27
Philippines,APAC,2002,Flood,103300000,4.25
Philippines,APAC,2018,Other,103300000,2.03
Philippines,APAC,2015,Other,103300000,2.02
Viet Nam,APAC,2007,Storm,92700000,3.1
China,APAC,2010,Storm,1379000000,1.85
Philippines,APAC,2010,Other,103300000,1.28
India,APAC,2016,Storm,1324000000,1.6
Indonesia,APAC,2013,Storm,261100000,1.6
Philippines,APAC,2001,Flood,103300000,6
China,APAC,2004,Flood,1379000000,4.35
Philippines,APAC,2008,Storm,103300000,2.25
India,APAC,2016,Storm,1324000000,1.6
China,APAC,2018,Landslide,1379000000,0.37
Fiji,APAC,2006,Landslide,898760,3.02
Viet Nam,APAC,2009,Other,92700000,1.27
Viet Nam,APAC,2008,Storm,92700000,3.35
DPR Korea,APAC,2017,Other,25370000,1.27
Philippines,APAC,2015,Flood,103300000,7
China,APAC,2007,Other,1379000000,0.52
China,APAC,2009,Flood,1379000000,4.5
Japan,APAC,2015,Earthquake,127000000,1.45
DPR Korea,APAC,2015,Flood,25370000,5.25
Thailand,APAC,2006,Other,68860000,2.27
Philippines,APAC,2004,Other,103300000,1.27
Bangladesh,APAC,2017,Flood,163000000,7.5
Philippines,APAC,2013,Storm,103300000,3
Philippines,APAC,2009,Flood,103300000,6.25
China,APAC,2003,Storm,1379000000,1.5
DPR Korea,APAC,2013,Earthquake,25370000,2.2
Indonesia,APAC,2003,Flood,261100000,4.35
Philippines,APAC,2007,Earthquake,103300000,1.42
China,APAC,2017,Flood,1379000000,3.75
India,APAC,2013,Storm,1324000000,1.7
India,APAC,2004,Storm,1324000000,1.5
Indonesia,APAC,2001,Flood,261100000,3.5
India,APAC,2003,Other,1324000000,0.77
Philippines,APAC,2010,Other,103300000,2.02
India,APAC,2018,Flood,1324000000,5.5
Japan,APAC,2018,Flood,127000000,7.25
Indonesia,APAC,2008,Storm,261100000,1.6
China,APAC,2010,Flood,1379000000,3.35
Viet Nam,APAC,2008,Flood,92700000,6.25
Japan,APAC,2006,Storm,127000000,3.1
Philippines,APAC,2009,Storm,103300000,3.25
Philippines,APAC,2004,Other,103300000,2.02
Nepal,APAC,2009,Storm,28980000,3
Philippines,APAC,2009,Flood,103300000,6.25
China,APAC,2003,Storm,1379000000,1.95
Philippines,APAC,2000,Flood,103300000,7
Indonesia,APAC,2004,Storm,261100000,1.6
China,APAC,2015,Storm,1379000000,1.85
Nepal,APAC,2010,Storm,28980000,2.45
Australia,APAC,2007,Other,24130000,0.52
China,APAC,2009,Storm,1379000000,1.5
Indonesia,APAC,2000,Extreme Temperature,261100000,0.6
Thailand,APAC,2018,Flood,68860000,5.25
Philippines,APAC,2017,Flood,103300000,6
Philippines,APAC,2006,Storm,103300000,2.35
Australia,APAC,2010,Earthquake,24130000,0.52
China,APAC,2012,Flood,1379000000,5.75
Thailand,APAC,2018,Flood,68860000,6.25
Indonesia,APAC,2011,Flood,261100000,3.5
Philippines,APAC,2013,Flood,103300000,5
Philippines,APAC,2000,Flood,103300000,6.25
Philippines,APAC,2013,Flood,103300000,5
Indonesia,APAC,2010,Storm,261100000,1.45
Bangladesh,APAC,2017,Flood,163000000,6
Japan,APAC,2008,Flood,127000000,5.25
Viet Nam,APAC,2003,Flood,92700000,7
Indonesia,APAC,2014,Landslide,261100000,0.53
China,APAC,2011,Other,1379000000,0.78
Philippines,APAC,2005,Flood,103300000,5.25
Viet Nam,APAC,2005,Flood,92700000,6
Philippines,APAC,2006,Landslide,103300000,2.02
Philippines,APAC,2010,Storm,103300000,2.25
China,APAC,2006,Landslide,1379000000,0.78
India,APAC,2017,Earthquake,1324000000,0.67
Japan,APAC,2006,Earthquake,127000000,2.17
China,APAC,2008,Storm,1379000000,1.5
Philippines,APAC,2006,Storm,103300000,3.2
Indonesia,APAC,2005,Other,261100000,0.52
Fiji,APAC,2010,Flood,898760,5.5
DPR Korea,APAC,2001,Flood,25370000,6.25
Indonesia,APAC,2017,Storm,261100000,1.45
Philippines,APAC,2017,Flood,103300000,7.25
China,APAC,2010,Storm,1379000000,1.35
Philippines,APAC,2004,Storm,103300000,2.25
Indonesia,APAC,2015,Flood,261100000,5.75
Philippines,APAC,2009,Earthquake,103300000,1.45
China,APAC,2008,Landslide,1379000000,0.52
DPR Korea,APAC,2009,Flood,25370000,4.25
China,APAC,2015,Storm,1379000000,1.6
Indonesia,APAC,2007,Flood,261100000,5.5
Philippines,APAC,2003,Flood,103300000,7.25
Philippines,APAC,2000,Storm,103300000,2.35
China,APAC,2008,Storm,1379000000,1.55
Indonesia,APAC,2005,Flood,261100000,5.5
India,APAC,2017,Storm,1324000000,1.6
Philippines,APAC,2017,Landslide,103300000,2.03
Philippines,APAC,2013,Storm,103300000,3.1
Indonesia,APAC,2003,Storm,261100000,1.5
Indonesia,APAC,2003,Storm,261100000,1.6
Indonesia,APAC,2003,Flood,261100000,5.35
DPR Korea,APAC,2010,Flood,25370000,7.25
Philippines,APAC,2006,Other,103300000,2.27
Philippines,APAC,2010,Flood,103300000,5
Philippines,APAC,2016,Storm,103300000,3.1
Indonesia,APAC,2008,Storm,261100000,1.6
DPR Korea,APAC,2003,Flood,25370000,7.25
Viet Nam,APAC,2002,Flood,92700000,7
Thailand,APAC,2017,Storm,68860000,3.1
Viet Nam,APAC,2010,Flood,92700000,6.25
Philippines,APAC,2006,Flood,103300000,7
Philippines,APAC,2014,Flood,103300000,7.25
China,APAC,2009,Flood,1379000000,3.75
India,APAC,2006,Flood,1324000000,4.75
Viet Nam,APAC,2017,Landslide,92700000,1.27
China,APAC,2000,Landslide,1379000000,0.77
Indonesia,APAC,2015,Earthquake,261100000,0.73
Philippines,APAC,2013,Other,103300000,2.02
China,APAC,2017,Landslide,1379000000,0.52
Japan,APAC,2018,Landslide,127000000,2.27
China,APAC,2001,Flood,1379000000,4.35
India,APAC,2009,Other,1324000000,0.37
Australia,APAC,2001,Storm,24130000,1.6
Indonesia,APAC,2003,Storm,261100000,1.6
Japan,APAC,2012,Extreme Temperature,127000000,2.16
Bangladesh,APAC,2017,Flood,163000000,9
China,APAC,2006,Other,1379000000,0.52
Indonesia,APAC,2016,Flood,261100000,5.35
Bangladesh,APAC,2002,Storm,163000000,4
India,APAC,2009,Flood,1324000000,4.35
Philippines,APAC,2006,Flood,103300000,6.25
Nepal,APAC,2004,Storm,28980000,3.35
Philippines,APAC,2001,Storm,103300000,3.45
DPR Korea,APAC,2008,Other,25370000,2.02
Viet Nam,APAC,2006,Flood,92700000,6
China,APAC,2006,Storm,1379000000,1.5
Viet Nam,APAC,2000,Storm,92700000,2.45
China,APAC,2014,Flood,1379000000,3.5
Viet Nam,APAC,2008,Landslide,92700000,2.02
Indonesia,APAC,2009,Earthquake,261100000,0.55
China,APAC,2006,Flood,1379000000,4.75
Nepal,APAC,2009,Landslide,28980000,1.27
Philippines,APAC,2010,Storm,103300000,3.1
Philippines,APAC,2010,Flood,103300000,5.25
